userName,content,score
Noveli Lase,"ini sy member baru di Zalora, semoga tidak mengecewakan 🙏",5
Devi Rahmawati,trimakasih sangat mudah cara pemesanan nya,2
Indra Kurniawan,Good,5
e'neng Ayati,Selau pusa belanja d Zalora dan tingkatkan lagi cara pengirimannya d percepat ooc,5
Lee Day,"Banyak diskon,gratis ongkir(asli) bukan tipu2..",5
Denny 1441 H,Selalu puas dengan pelayanannya dan barang2 nya,5
Arif Ruly,"chat admin tidak bisa memberikan solusi. saat ini saya tidak bisa check out. dikarenakan aplikasi error tiba-tiba check out barang yang tidak saya pilih, daftar list barang favorit juga harusnya kosong tiba2 terisi sendiri dan tidak bisa dihapus. sudah coba log out, dan uninstall tetap tidak bisa.",1
Joni Bara,Samgat mudah berbelanja dan kwalitas brandnya baik,4
chrisella tiodora,Barang di retur tapi dana tidak direfund dan barang tidak di kembalikan.apa begini cara Zalora menipu pembeli???tolong di selesaikan ya dan jangan di abaikan email-nya.sy minta pertanggung jawaban kalian.barang di kembalikan kalau tidak mau refund.jamgan dana mau dan barang juga mau.itu namanya PENIPU!!!! SANGAT KECEWA DENGAN PELAYANANNYA,1
Faisal Achmad Pontoh,Mungkin harga dan ongkos kirim diberi diskon setiap transaksi baik layanannya,5
Cek Yan,bagus,4
subriyono ipa,mantap,5
Thoriq Syahh,anjayanii,5
Henry Arifin Salim,"Bagus , original, lengkap , pengiriman cepat, kalo tidak sesuai bisa dikembalikan & harga bersahabat",5
Aji Erdiyantoro,Tempat belanja paling aman dan nyaman.,5
AFC Subarashi Utsukushhii Hikari,"Belanja simple, produk original dan banyak potongan harga. Mantap.",5
Yayan Gunawan,nha'ich,5
Aril F,Sangat menyenangkan,5
Fadly Gunawan,"Mantap, sudah lama saya berlangganan. selalu dapat saya unggulkan kalau soal fashion",5
Iwan Alun,👍👍,5
wahyudi yudi,"Kualitas barang bagus-bagus, banyak pilihan, proses pembayaran mudah, pengiriman cepat dan yang lebih penting dapat dipercaya.",5
Ananda Ramadhani,Mohon adakan kembali pembayaran menggunakan atome,5
Novrianda,"Sangat buruk pelayanannya, slow respon jangan belanja disini nyeael gua",1
Anugerah Muhammad Ali,semoga sesuai dengan pesanan dan ukuran,5
Iman -,mantap,5
Dewi,Kerennnn....⭐⭐⭐⭐⭐,5
Daryadi,"Aplikasi belanja online terlengkap, terbaik, mudah dan gak pakai ribet.",5
Fery Pardede,Skrg Zalora udh beda. GK kayak dulu belanja 300K gratis ongkir baik Zalora indo dan Malaysia. Jadi males belanja di Zalora🖕,1
fadly Ophu,ini saja dlu,3
Adzkia Saufa,taiii lah,1
Ahmad Naufal Aswan,zalora sangat buruk dalam pelayanannya dana wallet sy tdk bisa di ditarik ke rekening saya dan barang yg saya beli direfund padahal sy beli masih ada tiba tiba direfund,1
muhammad akbar,Knpa paket sya udah 4 hari lewat dri estimasi masih gk nyampe2. Dibatalin juga gk bisaa mana udah di bayar lagi. Sekarang udah 15 hari masih aja gk nyampe2 udah batalin aja sih lama banget nunggu nya!!!,1
rezeki kupi,mantap,5
hamka Kaimana,ok,5
Ali Mukhtar,semoga seller amanah,5
Molita Susi,bagus,5
Levi Mujhco,fashionable kau tau yg ku mau menyelesaikan masalah tanpa masalah hatur tq well done,5
Khusnul Yaqin,mantulss,5
Mulyani,"Pengirimannya sangat lambat, live chat tidak membantu menemukan solusi sama sekali",1
Ria Riskia,"Mohon amanah jika berjualan, supaya pelanggan puas",1
abdul wahid jailani,mantap,5
adurfo Bayangan,"Pilih pengiriman Next day, nyampenya 4 hari, minta cs utk bantu follow up ekspedisi tp ga respon, kan elu yg jualan, tanggung jawab dikit napa.. Trs klo kita kasih rating 3 di produk ulasannya ga ditampilin, mending gausah kasih kolom rating penilaian, gak fair dan menjebak pembeli lain.. Bukannya makin baik malah makin buruk pelayanannya, cs di hub ga ada gunanya",1
Infinity Decoration,harga dan produk nya luar biasa sangat murah dan berkualitas,5
Mutiara Syahra,Aq 1,4
Intan Utami,"Baru pertama kali pakai aplikasi ini udah langsung KECEWA pengirimannya lama banget,udh hampir 2 minggu saya tunggu tpi masih ""pesanan diproses ZALORA Malaysia.Proses bea cukai max 3hari kerja"".Udh nyoba cht lewat live cht tpi yg jawab bott dan ga ada respon perubahan,barang buat hadiah jdi tertunda gra² pengiriman ini!,pliss lah buat zalora di perbaiki lgi aplikasinyaa mana ga ada fitur pembatalan bikin pusing ajaa,nyesel banget pke ni aplikasi",1
Ryo Bsten,"Setiap payment via credit card selalu gagal, aneh..",1
Oskar Osis,"Sangat buruk dalam pengiriman,paket saya hampir sebulan ngga sampai""saya sudah melakukan pembayaran tapi paket ngga sampai"" saya masuk live chat tapi ngga memberikan solusi, hati"" jika belanja di Zalora,ngga sesuai ekspektasi Hati"" belanja di Zalora,sudah. Barang mahal,ditambah lambat pengiriman nya, penipu",1
Eko Santoso,Cukup memuaskan,5
Hady Aaan,"beberapa kali beli produck diZalora...sepatu,tas dan baju kok rata² madein cina Min??...kwaltas juga tdak sesuai ekptasi 🫣🫣😬",2
Desi wulandari,"bisa cod, kereeenn",5
Ajat 1234,keren,3
Kue Tintin khas Nganjuk Khas Nganjuk,gampang ordernya blm tau brgnya ORI tdk..baru pertama,5
Suci Nurhalimah,"Nice, thanks",5
Kharis Maulana,"Saya kedapetan zalora nahan ulasan rendah saya di suatu produk. Padahal ulasan yang saya buat punya informasi yang dibutuhkan untuk calon pembeli. Buat apa ada fitur ulasan kalau kaya gitu? Saran untuk pengguna lainnya, kalo ada barang di rating dibawah 4,5 mending pikir2 lagi kalau mau beli. Biasanya kaya gitu ada zonk-nya",2
Riyyan Yr,"lama banget sih pengiriman cod, mau ngubah tapi gabisa tolong fitur ditambahin lgi",3
Borne Hdk,oke,5
Selfince Foeh,sangat bagus,5
Risqi Eka,ok,5
edy mulyono,pingin beli duit belum kumpul,5
Redi Bustami,zalora is the best,2
istianah nur hidayah,"Mantap sii kalau menurut saya karena tampilannya rapi, tidak berantakan, lalu juga selama ini alhamdulillah barang yang datang sesuai deskripsi. Tapi masukan saya mungkin di bagian rating atau ulasan pembeli lebih diperjelas agar pembeli berikutnya bisa tau tingkat kepuasan konsumen terhadap barang tersebut. Terima kasih",5
Abdul Ridlo,original,4
Arip Jawir,good,5
Dwinda Ramadhona,mantap,5
Berto Bertho,ada fitur COD kerennnn,5
Novan Nurcahyo,Sedari kmrn proses gudang gak udah2 gak ada proses selnjtnya dan ku dah 2x pakai expedisi dari pilhan Zalora dah 2x jga barang yg saya pesan tdk sampai dengan alesan tdk ada drmh lah rmh tdk temukan PSS udah jls alamat nya Mungkn ku dah uninstall Zalora udah gak pakai lgi Moga kedepannya Zalora lbh baik dan bisa bekerja sama dengan expedisi yg MMG bnr2,1
Pieter Tani,Omg,5
Andra yusdiandra,bagus,5
Amrullah,Belanja disini emang rekom sekali ! tidak ada kendala sampai saat ini saya belanja. NICE.,5
Angraini Mutia,ok,5
Henry 76,mantul,5
Margianto Anto,"Knpa saya buka tombol tas kagak bisa, langsung di keluarkan dari aplikasi",1
SAEPUL RIZAL,zise 28 sedikit,3
El Ayazi,berkualitas,5
Nur Wati,Suka belanja di Zalora Krn puas dengan barangnya,5
I Sugi,"mantep,,",5
Said Hasyim,bagus,5
Pembebasan Baim,puas,5
odranol xela,semoga bisa langganan belanja terus di zalora,5
ellysa dewi anggia,Barusan saya sudah chekout dan sudah melakukan pembayaran via mbanking tapi tidak bisa upload bukti konfirmasi pembayaran manual dan status nya masih menunggu pembayaran tolong lah saya pihak zalora dibantu segera!!,1
Anto Iswanto,semua barang keren,5
rendi prayoga,ok bagus,2
Yan Syofyan,good marketplace,5
Leo Jr,"no KW KW ,keren nihhh aplikasi",5
sykesoliver,Lagi rttt,4
Mochammad Singgih Wibowo,Gak bisa update,5
Muhammad Ahrandi Ratna,Okesi,5
Escobar Jonathan,good,5
Yanti Ramadhani,ok,5
Jossy Rahmat,good,5
umar alatas,Ok,5
Enuk Pratiwi,"real pict, harga murah, kualitas baik",5
Fitri Ani,saya senang belanjan di Zalora tapi ongkos kirimnya mahal,4
dara dara,Good,4
M Risky,top,5
Vkry Aufa,filternya gk tepat,2
syukri alhamdi,"pernah belanja disini dan karena barang gak sesuai jadinya saya retur dihari yang sama. awalnya memang mudah. tapi ternyata endingnya, returannya gak bisa diterima karena gak ada handtag ny. sedangkan, sekali lagi sedangkan produk yang saya beli memang tidak ada handtag. emejing.",1
Pua Dewi Indriana,"gaun cantik, sederhana..tapi manis, dan pas di badan...tq zalora",5
faujan purnama,smoga original,5
Ayu Rustih Manurung,bagus,1
Didi Cell,"Kak mau tanya saya sudah transfer untuk daftar zalora VIP tapi pas mau konfirmasi ada diminta untuk masukan nomor order, saya bingung liat nomor ordernya dimana.....",5
monic monaa,keren barangnya dan asli,5
Fitri Oktafia,good,5
Wiwik Sriwilujeng,ok,5
riqa yuhardin,pengiriman lambat,1
IZZY GAMING,mntap,5
Mohamad Fauzi _ PSBL HS 1,Enak belanja di zalora,5
Irman Paruik,barangnya 100 original,5
Muhammad Jarja,Zalora ini luar biasa semua barangnya ori luar negri !!!,5
ANANG ABDUL SOLEH,"ukuran baju jelas, barang original.",5
Amsu Yanti,keren,5
Kipli Setiawan,baik,5
Jul Herry,mantap,5
Felyncia Tan,"Mau retur kok susah yaa,,, disediakan link malah gabisa buku lucu ni aplikasi",1
Septy Yuliyani,"Aplikasinya sangat menarik , dapat banyak info tentang produk²",5
Muh safly Sukri,"sangat bermanfaat buat yang ingin CO, sayangnya ongkirnya mahal",5
Jihan Sakilah Djalil,"Belanja disini harganya dan kualitas sangat worth it membuat pembali puasa dengan yang dikeluarkan da kualitas yang didapatkan, tida lupa aplikasi ini sangat memudahkan dalam berbelanja pakaian branded lainnya dan tidak perlu harus keluar kota lagi.",5
Mersindi Pasalli,"Aplikasinya bagus, barang berkualitas banyak promo dan diskonnya, produk barangnya lengkap",5
Hafizhovsky Mohammed,Wishlist gue ilang bangke,1
Aditya Sanjaya,mantap,5
margo-P3 margot-P3,good,5
Abdillah Fahmie (Fahmie),mantabs,5
CIKEN &LITLE FOOD CHANNEL,good,5
Asni,ok,5
Yanhar Fauzan,pesanan pertama,4
Mhmmd_irfan.1074,"Tidak dapat mengirim pesan kepada penjual/ costumer service zalora, melainkan kan hanya BOT yg menjawab dan jawabannya tidak memuaskan",2
Cak Cholis,Belanja yg pasti pasti,5
Mikhayla Danifan,good,5
heru erlangga,good,5
Zainul Abidin,udah gak diragukan lagi deh kalo belanja di zalora,5
lolita iswari yp maryana bkd,Puas,5
Meilani Trikartanto,siiip,5
Zam Zami,Masih dicoba,5
Desi Wulandari,good product,5
Klemens Hilarius Seran Wilik,mantaps,5
Irfan Sah Putra,Aplikasi sangat bagus sekali,5
Siti Desy Dahlia,"Tolong di percepat lg untuk proses retur barang,,,lamaaaa sampai seminggu lebih baru sampai",4
Waldin Habiby,good job,5
Syifa Nia,3 dulu,3
Abu_Igen 12,oklah,5
Imissyou Somuchr,"Dana refund ga masuk2.. saya laporkan anda kepolisi, saya bikin rame atas PENIPUAN tunggu aja",1
Rifqi Adam,good,5
Lisa Amelia,"Udh check out udh bayar jg pas konfirmasi pembayaran manual gabisa gara2 kode ordernya bermasalah. Kayanya udh pernah dikonfirmasi pdhl barang br check out, konfirmasi gagal terus. Tolong min lain kali kasih kode order yg bener, sy udh bayar skrg nggantung duitnya mn udh ditransfer",1
Nia Putri Subandi,Jelek,1
Afdol Hutama,Mantap,5
nurul purqon,"Zalora sekarang tidak sebaik dulu. Kalo sekarang mungkin karena banyak brand yang masuk ke Zalora namun tidak di imbangi dengan proses pengawasan yang ketat. Saya kemarin beli Baju barang di terima sobek. Saya retur dari tgl 16 januari 2024 tidak ada kabar. Dan yang lebih sulit jika kita mengalami kendala dengan pesanan kita, kita tidak bisa chat langsung ke seller. Tanya ke helpdesk pun hanya bott yang menjawab. Saya memakai Zalora VIP pengiriman pun lama tidak ada opsi pengiriman cepat. Payah!",1
Akbar Cayssar,Woww baru kali ini nemu aplikasi yang kaya gini banyak promo nya sama barang nya juga sama kaya di foto nya trus admin nya juga fast respon,5
Dinar S.nardi,ok,5
Sunarti Putri,Bagi bagi promo,5
Edo purba Putra,baik,5
Ryan Kurniawan,keren,5
Jeanne Steyni Mirah,Zalora is the best ... sangat membantu sekaliii 👍👍suksess trus ya zalora,5
Dian Kusmiati,eror wae gblok,5
Susiana Susi,Tapi sekarang tak boleh buat return lagi barang aku kenapa ya susah mau Click pilihan masuk ke card visa pun atau wallet,4
Redi Irawan,ytta,5
ijo loumot,good,5
S F s Chanel,Wow,5
Juju hombink,proses cepat,5
Aminah Nur,baikk,5
Yusa Indra,aplikasi belanja terbaik,5
Tyas Utami,sesuai diskripsi. oke bgt,5
yulia yusuf,"Suka banget belanja disini,, the best pokoknya",5
Paulus Benny,"Zalora nya sdh bagus dan belanja nya enak, namun jika pengiriman dgn ninja Express barang nya lamaaaaaaaaaa sampai nya bahkan nyasar ke kota lain.",4
Ahmad Tohiriansyah,Produk yang saya beli selalu ori dan pastinya puas belanja di zalora,5
Dewa Sudi,"mntpp , klo bs semua produk ada diskonnya",5
Nuryani Al Farish,product2 yang dijual sesuai dengan preferensi saya,5
Lo Ve,"Zalora is the Best, semua product original, banyak promosi, hanga terjangkau, pembayaran mudah dan pengiriman cepat. Sukses untuk Zalora",5
Lilyen Likchen,"Selalu puas belanja di Zalora, barang ORI, kualitas baik, banyak cashback, pengiriman gratis ke Papua setelah aku pakai Zalora VIP hematnya waarrrrbiasaaaaa",5
yono hartono,original,5
ika rahmawati,"Keren bgt, belanja dan pengembalian tanpa drama.",5
Aku Alifa,Mantabbb,5
hunalapa abdu,Sangat Memuaskan,5
No name,Mantap,5
Sri Utami,Keren Sy kalau nyari barang ori zalora pilihannya,5
Aneka Diesel,bagus,4
Supri Yatna,Aplikasi ini sngt bagus rekomendasi bbgt pokonya dahh,5
Lia Ayu,mksh zalora moga produk ny sell yg ori,5
Harianto Muljono,"order pertama kali, semoga lancar, bs jadi lengganan. belanja nyaman, mudah, barang2 branded original",5
Ainny Nuraeni,Barang ya ori,4
Asri Surya,Blnja d zalora...ok bsa byar d tmpat.g repot2 trnfr Kwlitas jg bagus.,5
Muhammad husni Thamrin,Gk jelas layanan chat nya Pengiriman hampir 1 minggu co di minggu Update System lacak juga gk jelas alias gk sinkron sama Notif app nya bad bad bad,1
Rickyy Marvell,mantap,5
Sigit Aryasaputra,sangat percaya,5
Nenk Irat,Diskon yh banyakkk harga yh murce lgiiii,5
Sryndy sryndy,Its the best,5
Suyanti Yanti,"Dulu pengiriman cepat,sehari paling lama 2 hari,sekarang berhari2 ,udah gak se ok tahun dullu",2
Deby Anggun,mantap,5
Ayen Siburian 142,baik,5
anchy 84,ok,3
Ketut Sutena Yasa,Zalora makin lama makin ga bagus. Pelit diskon dan harganya setiap waktu berubah,3
Ilham Ramadhan,semoga paketnya sesuai waktunya,5
Rasido Rasid,oke,5
Dian Apriani,"sangat recomended untuk mencari barang bagus, pengiriman juga cepat.",5
Febrian Saputra,mantap,5
Hesti Maria,eror,5
Haris 93,Kualitas bagus zalora is the best😊,5
fikri ariffandi,siap diterima di cek,5
Syarwani,ok,5
Rabbani Aswan,banyakin diskon doong,5
Yuan Dani,terbaikk,5
dede sudrajat,mantaap,5
Echa Po,keren,5
Rita Elvira,"Ga pernah worry klo belanja disini, selalu puas. Klo ada permasalahan, adminnya cepat tanggap n cepat banget selesainya. Keren.",5
Rafsan Jani,sangat bagus,5
lojaya makmur,bagus app nya.suka beli di sini. Mudah diretur. Pengiriman cepat. Cuma minta ongkir jangan mahal2,5
Fir Nandy,mantap,5
ouri riani,oke,5
Hillia Dinar,cukup puas,5
Putri Pertiwi,loveeee it,5
elin herlina,bagus kualitas bagus,5
Meilani Tampubolon,Bagus,5
Adi Kurniawan,"Ini Zalora parah banget ternyata, barang saya udah 3 hari statusnya masih menunggu pickup. chet admin lewat email dan contak persen aplikasi tidak pernah ditanggapi",1
RAGAM DUNIA,sekarang lebih baik dari yang dulu,5
trisye turangan,"barangnya keren2,murah",5
Ariyadi Rinaldi,Mohon dibantu dijawab.. sya ada pembelaian brang sekitar 300 an tiba si toko cancel barangnya tanpa alasan yg jelas dan tersebut dkembalikan walet zalora bukan ke rekening sya.. Klopun dana walet dibelanjakan tdk ada pilihann untuk pembayaran walet.. mhon dijawab,1
Erka Natalia,Mantul semua barang dizelora,5
Fina Fitri,good,5
hidayat,coba,1
Erwin Rahmawan,ok simpel,5
LAGU KERINCI,tolong untuk pembelian melalui COD di perbanyak,5
Putu Putra,banyak brand yg hilang,4
kalebzefnat abarua,COD nya mantap,5
Dati Noegrahaeni,produk elegan,5
Sukiman Leo,ZALORA IS THE BEST,5
Edwin lorgel01,bagus,1
tyar kopet,original,5
Meyti Manoppo,Tidak bisa caht degan toko yang saya orderin barang,2
FAUZIAH YULIANA,MEMUDAHKAN BELANJA DENGAN CARA REBAHAN,5
Devi Andriana,Sangat Mahal,1
Miftakhus Sururi,nice,5
Windu Kusuma Putra,semoga berkualitas dan bertanggung jawab terhadap orderan.,4
Nurhasana inon,very good,5
Maya Astuti,Halo Zalora...tolong untuk kurir nya diajarkan attitude..saya 2x pesan dpat kurir yg attitude nya kurang...tidak sopan dalam merespon pemesan,5
Rida10 Rida10,bagus,5
‫اسماعيل بريد (ش2024)‬‎,Netral 👍,2
Putro GMR01z,Oke barangnya mahal semua,5
siti fatimah,ini zalora apa shopee kok barang yang saya beli tidak sesuai saya beli ukuran yangs dewasa taunya yang dateng s anak anak sekarang saya co tas yang dateng tas anak tk,1
Hendra Yogi,jossss bolo,5
Tatang yus,Ok,5
Aluh Astuti,"app ini sungguh mepermudah kita dalam belanja oline,tidak ribet mudah dan praktis,",5
Yonatan Krista,Pengalaman berbelanja dengan mudah dan menarik,5
Andik Setiawan,Semoga aja aplikasi ini fitur fitur yang sesuai,4
Andi Septia Nugraha,"Oke mantap barangnya pada ori semua,tpi tolong Aplikasinya perbaiki lagi min",5
Ddang Is,Good,5
Said Setiawan,Manfaat,5
Gede Agung Gandes,Kenapa proses pengiriman di Zalora itu lama sekali? Paling cepat itu 4 hari! Itu belum termasuk proses pengemasan yang lama juga.. Sementara e commerce lain dengan Jasa pengiriman yang sama cukup 1-2 hari kerja saja sudah sampai...,1
Andre _Khondhe,cashbacknya banyak.pelayanan terbaik.sukses zalora.,5
arijaal firdaus,"Searching ""liverpool retro"" kok otomatis ganti jadi ""vintage retro jerseys"". Hadehhh, ga berguna dan ga lengkap",1
Ryan Husein,produknya benar original,5
Dedi Indra,semoga cepat dan amanah,5
Oppo Aduapuluh,beli dizalora dapet kurir se enak nya sendiri kalo ngirim paket. ribet dan lambat. tidak bisa diajak kerja sama. payahhh.!!!!,1
ricky kevin,Sayang ukuran tdk lengkap,5
Arsyad Arsyad,oke,5
Zaky Rahmat,4 dulu,4
RIO,good,5
Santi Anggraini,mantap,4
Trias Kusuma Ningrum,bagus barangnya ori ori,5
ory kurniawan,Pokoknyo mantab ❤️,5
anggoro aji,Kain nya pada tipis beda kalau beli langsung dan kecewa sama pengemasan nya lama,2
jepara Nelwan,menjaga mutu,4
Marawa Minang,semoga amanah dan sesuai pesenan,5
asih sri lestari,bagus2 produknya 😍,5
Windaa Septi,very nice,5
Iqbal_ ekp_19,terima kasih,5
Jafar Herlambang,Aplikasi oke banget,5
Ratna Milati,So far bagus. Pertahankan kerjasama dengan seller brand yg pelayanannya bagus. Klo yg official store sejauh ini aman.,5
Hingki Aprizal,sangat baik,5
Nur Alisyah,Tdk suka mahal,1
Ari Bokah,pertama kali memesan,1
refly rosda,"hati hati pemilihan expedisi, pihak aplikasi gak tanggung jawab kalau barang hilang di perjalanan, padahal saya sdh lama pake zalora",1
Chapunx Chapunx,baik,5
Nurung Nanna,sangat baik,4
arif budiman,nice,5
DEDI INDRATNO,Mantap,5
Noni Nuryani,Aplikasi sangat mudah kan saya untuk mencari beberapa koleksi sepatu yg saya inginkan terlebih lagi barang-barang di toko Zalora ori semua. Jadi aman guys,5
Ri Fandy,ongkir jangan terlalu mahal,4
Scorpion Boy,"Belanja di Zalora emang bikin kesal ,dari 3 pesanan yg dikirim cuma satu pesanan,pengiriman yg sangat sangat lama ,padahal kirimnya ke bandung harus tunggu berminggu Minggu,tidak sesuai tanggal yg ditetapkan yg diterima,",1
Nova Dwi Indriyanti,sangat baik vouchernya,5
nggi N,Brand patagonia knpa gk ada?,2
Jaka Miharja,Murah Bagus Mantap,5
wendy fen,"Ini aplikasi apa ya, sudah 3 x belanja disini barangnya ga sampai 2,pafahal kirimnya ke cimahi, lebih parah lagi kurir JNE pada ga mau antar 👎👎, pesanan berminggu2 ga ada kabarnya, parah belanja disini",1
irwan junaidi,cepat,5
Ruwaida Alamtaha,belanja dizalora barang original dan banyak sale free ongkir,5
Sans Yo,tidak ada menu membatalkan pesanan,1
Volcom Stone,"prosesnya cepat, dan memuaskan",5
Adhy 0695,saya gak kasih bintang 5 Krn kadang terkendala sama pengiriman nya,4
Sri Merdeka Ningsih,Menarik.. Baru.. Feminin.. sesuai selera saya,5
Rudi Artha,baik,5
Ahmad Fauzi,terbaik,5
Chanief Wahyudi,Ongkir agak mahal,5
Normila Rafa,mantap,5
ten rounds,Udah bayar tapi paket gw 10 belum nyampek.paket dalam negri lagi.hadeuhhh.pengen ku p pala lo rasanya,1
lani masko,"Penirgiriman super lama, padahal udah bertahun2 jadi member. Telat dari estimasi tanggal diterina selama 6 hari. Kacau... Jadi kapok deh",1
Abdul Wahab,"The Best lah, Viewnya proporsional",4
Rahul Razikin,suka aja,5
Robbi Cahyadi,Banyak diskon,5
lili aprilliana09,"Gabisa lacak pemasanan sampe mana udah dimana, padahal udah masukin nomor pelacakan tapi tetep aja gabisa di lacak, nyoba chat tapi yang bales both sangat tidak membantu.",1
Muhammad Fikri Afdilla,mntap,5
Sugeng Effendi,saluut,4
Roni Gunawan,sangat baik,5
Yulie Ana,maaf pengirimannya lama banget kalau bisa memberikan pilihan expedisi yg lain jgan hanya sap express soalnya sap lelet banget,3
Ahmad Wahyudi,waw keren bgt,4
Jovian Ko,"Pengirimannya lama tidak sesuai estimasi, padahal cuman ke Serpong dari Bekasi. CS tidak bisa kerja tidak punya nalar, dipecut dulu baru kerja. Jawabannya sama hanya dimaksimalin, sudah seperti chat GPT saja",1
Baso erwin Baso,𝚘𝚔,1
Wakhdan Irbadi,Simply the best...,5
Parlente Gokil,Verry good,5
Widyasti Sari,Zalora produk berkualitas,5
Ididknow Young,Very Good,5
Badok,👍,5
Diya Ulhaq Andika,bagus,5
sam sudin,Ok,5
S Rin,Aplikasi nya loading mulu Lemottt,1
Arrasya Atalla dewangga,Nice,5
Haztuty 1985,Mantapp,5
Evionika Aulia,Pelayanan nya lama bangettttt Kecewaa beli disini,1
Andrian Gazzslow,terbaik,5
anugrah dony,Mantabsss,5
syamsuddin jahri,Perlu ditambahkan chat room,5
Noer45i4h A,Original pengiriman tepat waktu mudah mengembalikan barang aplikasi belanja terbaik,5
Asykar Adiguna Mulia,Thanks for the prank sale at 12.12 in 2023,1
Ardi Ansa,Keren Zalora,5
KH Saputra,Kecewa sama zalora,1
Vivo Samuda,Ok bagus dan mudah berbelanja,4
Sudono Wjy,bagus,5
Lailatul Muniroh,"Good, it 's make easy to shop",5
Andi Chen,"Belanja menyenangkan,retur / pengembalian juga mudah,banyak disc.pengiriman cepat dalam negeri,luar negeri agak lama tapi masih ok..",5
Irfan Rizki,good app,5
Bj Sahputra,"Barangnya berkualitas semua, harga pas",5
Abdurrahman Afif,Harusnya ada fitur batalkan pesanan... Agar costumer tidak dirugikan... Ini 6hari barang belum dikirim. Padahal beli untuk kado orang. Parah,2
tyas anugerah,"eror terus aplikasi ini,harusnya bisa ditingkatkan lagi karena sudah banyak kompetitor..kok malah parah",1
abdul fatah,setiap pembelian barang di zalora sesuai dengan pesanan dan kwalitas barang original..the best lah zalora.,5
Ardi Muh,Mohon bantuannya paket saya blum di pick up kurir pada hal saya sudah transfer. Keterangan masih tunggu pick up kurir Mohon bantuannya,3
Hairil Supriadi,tempat belanja online barang branded....,5
Andiyan Prasetyo,Bagus barang original,5
Fitriah Pipit,Selama pake aplikasi belanja online Zalora semuanya aman aja. Ga ada kendala apapun. Barang ga sesuai bisa dikembalikan. Pokoknya puaslah. Sering-sering kasih cashback donk.,5
Sinyo Sinyo,Mantap,5
Oppo A57,Sangat puas berbelanja di zalora,5
Hana Desriana,"Mudah, aman, nyaman.",5
Rahma Nahla,Blanja menyenangkan dan bnyk diskon,5
nizwar usman,allhamdulillah...,5
Andesta Nabila,mantap,5
Husna Una,"kualitas bagus, original",5
acenk punokawan,"3 dulu kakak, eheh",3
AcePun Official,3 dulu ya kak :),3
sadassin2 Sin,tinggal nunggu barang aja,5
LINDA CHARLIEN,Suka banget sama Zalora,5
dr. Ardi,"nyaman, lengkap, branded",5
Budi Kasihan,muah,5
Salam Kebajikan,mantap,5
abud syam,okk,5
Akhmad Rodin,"coba dulu.jika semakin baik,bisa saya tambah bintangnya. jadi five stars🤣🤣🤣",4
Irvan 123,"mendingan belanja diwarung madura cepet , daripada dimari lemoottt",1
Aldo Kawengian,"semoga bagus, dan bisa lanjut",5
ryanda Siregar,Kenapa sih aplikasinya... buka keranjang aja gak bisa.. BULUK,1
rafanda hariyanto,lebih detail lagi unk keterangan barang,4
Muh Fatih,Ngelag mulu kalo mau belanja apalagi buka tas,1
budi kito,"Parah.... !! Tdk bisa memuat menu Tas belanja nya. Padahal utk wishlist , kategori dan Home bisa. Dan utk kuota serta internet ckp lancar loh...!! Kenapa jadi semakin terpuruk aplikasinya ya min...??? ~Ini mau jualan apa cmn bwt pajangan doang sih?? ~Gimana mau check out en payment , kalo tas belanjanya gk bisa di akses??? #Speechless",1
Admiral Azhar,"shopping online di Zalora penuh dengan harga diskon, sangat menarik",5
mamad muchlis,menyenangkan,5
Ina Ate,Zalora the best,5
Rico Efendi,"Sampai kapan zalora kayak gini, udah 2 minggu aplikasi tidak bisa di gunakaan. Padahal banyak cashback yang bisa digunakan untuk belanja dan berakjr hari ini. Kalau kayam gini jadi rugi dong. Tolong perbaiki segera aplikasi nya zalora.",1
Kenzie Kenjiro,mantap,5
Ayang R,good,5
Raku Akihiko,"Belanja barang masa selalu lelet banget, gak sesuai estimasi, ini sih keterlaluan. Mending gak usah pake Zalora deh.",1
Wahyu Azhari,suka,2
Dian Afriandi,mudah,5
Candra Lovika,good,5
Arie Madradi,bagus,5
Martina Widiastuti,Aneh sekali yaa....kranjang belanja kok loading terus g bs dicheck out....mgkn kita nggak boleh belanja yaaa....🤣🤣,1
Efit Suprio,Jkm miomm mkmmmoo k o .ooommm.mmommmo. k.o8k.ommmkmp Omm omm9mkkm ke m oo. M. Lmmmo mmookmmm omo mmommoo8kk o m.omo kmi ok momm. Ommm om o.mo. Ommmm oolm. Mmmmmmmmko on mmmmmmmmmommmm m .m. O 9ok mmmmm. Oon l mm mm onmo. O. Oo. Olm om.mmm m. M. Lmo. O. O omm o o mmmo.ml O m o mo m.ommmm mmokmm mm lmm 9nkkmm ommmmmm. Omongi mmmoj9 mmmmm mmommmmmmml .lmmmo. kmmm o m mo m mmmm mo m m. Mo9 9k9 lo . Mmommmmo mmmo MMM.mmjnoo. Mmmmm oo mm o m mmm. O m. MmommmJkm miomm mkmmmoo k,1
Andi Rasyid,Kok makin parah ya ZALORA keranjang nya jadi kosong ilang semua yg di simpen dan lag parah muter muter mulu di APK zalora.. Padahal di ApK lain lancar sinyal baguss.. Update versi Terbaru Apk ZALORA makin parah.. Tolong Perbaiki Min.. Terima kasih.,1
Telokrebos 2,Original 100,5
siasep channel,ok lah,3
